Step,Current Year,Household ID,Laborers in Household,Migrants from Household,Household Size,Total Income,Local Off-Farm Income,Household Remittances,GTGP and non-GTGP Land Income
4,2020,145,0,1,2,13840.0,0.0,0,13840.0
4,2020,146,0,0,3,1020.0,0.0,0.0,1020.0
4,2020,148,3,1,4,24620.0,10400.0,5000.0,9220.0
4,2020,149,1,0,1,20440.0,7000.0,0,13440.0
4,2020,150,1,1,2,56856.0,48000.0,0,8856.0
4,2020,151,2,1,5,89120.0,0.0,0,89120.0
4,2020,153,0,1,3,39640.0,0.0,2000,37640.0
4,2020,154,1,0,3,47280.0,28000.0,0.0,19280.0
4,2020,155,1,1,4,27720.0,0.0,15000,12720.0
4,2020,157,0,1,1,3440.0,0.0,0,3440.0
4,2020,159,1,1,2,17008.0,0.0,0,17008.0
4,2020,160,2,1,2,31500.0,26400.0,0,5100.0
4,2020,161,4,1,5,11160.0,2000.0,0,9160.0
4,2020,163,2,1,3,23440.0,10000.0,10000,3440.0
4,2020,165,2,1,6,31234.0,30000.0,0,1234.0
4,2020,166,2,0,3,10620.0,0.0,0.0,10620.0
4,2020,167,2,1,3,8408.0,0.0,5000,3408.0
4,2020,168,2,1,3,1908.0,0.0,0,1908.0
4,2020,169,3,1,6,35786.0,0.0,20000,15786.0
5,2021,1,0,1,2,12480.0,0.0,0,12480.0
5,2021,2,4,1,8,2568.0,0.0,0,2568.0
5,2021,3,1,1,3,37392.0,2000.0,0,35392.0
5,2021,5,3,1,5,27060.0,0.0,0,27060.0
5,2021,6,2,0,5,44980.0,18000.0,0,26980.0
5,2021,8,3,1,6,39340.0,0.0,0,39340.0
5,2021,9,4,1,4,28250.0,11000.0,0,17250.0
5,2021,11,3,1,6,13380.0,0.0,3000,10380.0
5,2021,14,3,1,8,45940.0,33000.0,0,12940.0
5,2021,16,5,0,6,14760.0,1500.0,0,13260.0
5,2021,17,3,1,3,17920.0,0.0,0.0,17920.0
5,2021,18,1,1,2,23000.0,12000.0,5000,6000.0
5,2021,19,0,0,1,23010.0,0.0,0,23010.0
5,2021,22,1,1,5,43520.0,12000.0,0,31520.0
5,2021,25,0,1,4,15288.0,0.0,0,15288.0
5,2021,27,3,1,9,41760.0,0.0,0,41760.0
5,2021,30,0,0,2,21999.999999999996,0.0,0.0,22000.0
5,2021,31,1,1,3,12480.0,0.0,3000,9480.0
5,2021,32,0,1,4,19410.0,0.0,0,19410.0
5,2021,34,1,1,2,32040.0,0.0,19200,12840.0
5,2021,35,2,1,4,8160.0,0.0,0,8160.0
5,2021,36,2,1,5,17030.0,0.0,2000,15030.0
5,2021,39,2,1,3,6786.0,0.0,0,6786.0
5,2021,40,1,0,1,4954.0,0.0,0,4954.0
5,2021,41,4,1,5,35079.31282459658,4000.0,22299.312824596575,8780.0
5,2021,43,4,1,3,15540.0,0.0,0.0,15540.0
5,2021,45,5,1,6,14090.0,0.0,2000,12090.0
5,2021,46,2,1,6,28930.0,20000.0,0,8930.0
5,2021,47,1,1,3,13980.0,0.0,10000,3980.0
5,2021,48,5,1,6,17820.0,0.0,0,17820.0
5,2021,51,2,1,3,1909.2,0.0,0,1909.2
5,2021,53,2,1,3,37460.0,0.0,2000,35460.0
5,2021,54,2,1,2,17796.0,0.0,12000,5796.0
5,2021,55,2,1,2,11558.0,0.0,0,11558.0
5,2021,57,3,1,4,20520.0,20000.0,0,520.0
5,2021,63,1,1,3,25800.0,0.0,9000,16800.0
5,2021,64,0,1,2,6556.0,0.0,0,6556.0
5,2021,71,0,1,2,31880.0,0.0,0,31880.0
5,2021,72,0,1,2,10382.0,0.0,2000,8382.0
5,2021,79,3,1,5,2320.0,0.0,0,2320.0
5,2021,81,1,1,2,18540.0,0.0,0,18540.0
5,2021,85,2,1,2,5080.0,0.0,0.0,5080.0
5,2021,91,2,1,3,9260.0,0.0,0.0,9260.0
5,2021,101,1,1,2,12040.0,0.0,0,12040.0
5,2021,102,2,1,3,21474.0,15000.0,0,6474.0
5,2021,103,2,0,2,16710.0,3000.0,0.0,13710.0
5,2021,104,1,1,1,9100.0,0.0,0,9100.0
5,2021,109,0,1,1,17400.0,0.0,0,17400.0
5,2021,118,1,1,3,25278.0,0.0,0,25278.0
5,2021,120,1,1,2,20507.6,0.0,0,20507.6
5,2021,121,3,1,3,21930.0,3600.0,0,18330.0
5,2021,123,1,1,3,12420.0,0.0,0,12420.0
5,2021,128,1,1,3,15760.0,0.0,0,15760.0
5,2021,129,2,1,2,10150.0,0.0,0,10150.0
5,2021,132,0,1,1,20540.0,0.0,1000,19540.0
5,2021,133,2,1,5,26380.0,0.0,15000,11380.0
5,2021,134,5,1,10,15314.536308898385,0.0,10878.136308898389,4436.4
5,2021,135,1,1,3,17240.0,0.0,0,17240.0
5,2021,136,0,1,5,9854.400000000001,0.0,0,9854.400000000001
5,2021,137,2,1,5,11880.0,0.0,0,11880.0
