Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
0,95,83,0.8829787234042553,10,10,0.10638297872340426,1.0,0,5,1.6170212765957446,3.0425531914893615,20119.868542454933,190,0.010638297872340425,2.5
1,102,81,0.8617021276595744,19,18,0.19148936170212766,5.0,0,8,1.648936170212766,3.0319148936170213,19860.474325990934,189,1.2872340425531914,1.2234042553191489
2,115,84,0.8936170212765957,29,19,0.20212765957446807,6.0,0,10,1.6170212765957446,2.978723404255319,20454.826303245634,184,1.6914893617021276,0.8191489361702128
3,123,83,0.8829787234042553,38,24,0.2553191489361702,6.0,16,12,1.627659574468085,3.1382978723404253,20635.229556822647,199,1.8829787234042554,0.6276595744680851
4,129,80,0.851063829787234,47,28,0.2978723404255319,10.0,22,13,1.6595744680851063,3.223404255319149,20324.42706128193,207,1.9787234042553192,0.5319148936170213
5,140,84,0.8936170212765957,54,28,0.2978723404255319,11.0,25,15,1.6382978723404256,3.1914893617021276,20266.059982878643,204,2.0531914893617023,0.4574468085106383
6,151,81,0.8617021276595744,68,36,0.3829787234042553,12.0,26,20,1.6702127659574468,3.1808510638297873,20457.374582431887,203,2.117021276595745,0.39361702127659576
7,159,78,0.8297872340425532,79,40,0.425531914893617,15.0,31,22,1.702127659574468,3.24468085106383,19942.668878811284,209,2.148936170212766,0.3617021276595745
8,178,82,0.8723404255319149,94,39,0.4148936170212766,16.0,35,24,1.6595744680851063,3.223404255319149,20024.122578759452,207,2.1702127659574466,0.3404255319148936
9,185,81,0.8617021276595744,102,44,0.46808510638297873,19.0,39,27,1.6808510638297873,3.24468085106383,20052.862289861045,209,2.1914893617021276,0.3191489361702128
10,198,80,0.851063829787234,116,46,0.48936170212765956,20.0,42,30,1.6914893617021276,3.25531914893617,20084.08623790373,210,2.202127659574468,0.30851063829787234
11,208,80,0.851063829787234,126,45,0.4787234042553192,22.0,47,34,1.6914893617021276,3.265957446808511,19941.704037735024,211,2.234042553191489,0.2765957446808511
12,216,80,0.851063829787234,134,46,0.48936170212765956,22.0,53,36,1.6914893617021276,3.3085106382978724,19781.17820563078,215,2.25531914893617,0.2553191489361702
13,223,82,0.8723404255319149,139,45,0.4787234042553192,23.0,56,43,1.6808510638297873,3.24468085106383,20415.19416588439,209,2.265957446808511,0.24468085106382978
14,228,80,0.851063829787234,146,48,0.5106382978723404,23.0,62,46,1.6914893617021276,3.297872340425532,19995.97611355636,214,2.276595744680851,0.23404255319148937
15,237,79,0.8404255319148937,156,50,0.5319148936170213,24.0,67,46,1.702127659574468,3.3617021276595747,19914.99468802683,220,2.2872340425531914,0.22340425531914893
16,247,79,0.8404255319148937,166,51,0.5425531914893617,25.0,71,48,1.7127659574468086,3.382978723404255,20047.643691247744,222,2.297872340425532,0.2127659574468085
17,259,80,0.851063829787234,177,50,0.5319148936170213,26.0,74,49,1.702127659574468,3.393617021276596,19906.935479759235,223,2.3191489361702127,0.19148936170212766
18,270,83,0.8829787234042553,185,48,0.5106382978723404,27.0,78,49,1.6702127659574468,3.404255319148936,20153.306439129992,224,2.3191489361702127,0.19148936170212766
19,279,82,0.8723404255319149,195,51,0.5425531914893617,27.0,84,51,1.6808510638297873,3.4574468085106385,19824.154400377785,229,2.3191489361702127,0.19148936170212766
20,285,81,0.8617021276595744,202,53,0.5638297872340425,29.0,85,52,1.6914893617021276,3.4680851063829787,19824.154400377785,230,2.3297872340425534,0.18085106382978725
21,294,83,0.8829787234042553,209,55,0.5851063829787234,29.0,91,56,1.6808510638297873,3.4680851063829787,20193.024205516023,230,2.3297872340425534,0.18085106382978725
22,300,81,0.8617021276595744,217,60,0.6382978723404256,29.0,98,61,1.702127659574468,3.5106382978723403,20120.890382691512,234,2.3297872340425534,0.18085106382978725
23,306,82,0.8723404255319149,222,60,0.6382978723404256,29.0,101,65,1.6914893617021276,3.4893617021276597,20120.890382691512,232,2.3404255319148937,0.1702127659574468
24,314,83,0.8829787234042553,229,60,0.6382978723404256,36.0,107,65,1.6808510638297873,3.5425531914893615,20321.150643189078,237,2.3404255319148937,0.1702127659574468
25,323,83,0.8829787234042553,238,63,0.6702127659574468,39.0,110,67,1.6808510638297873,3.5531914893617023,20120.890382691512,238,2.3404255319148937,0.1702127659574468
26,332,83,0.8829787234042553,247,65,0.6914893617021277,40.0,117,70,1.6914893617021276,3.595744680851064,20235.73679552062,242,2.3404255319148937,0.1702127659574468
27,342,84,0.8936170212765957,256,69,0.7340425531914894,40.0,123,74,1.6702127659574468,3.606382978723404,20351.680868250623,243,2.3404255319148937,0.1702127659574468
28,348,83,0.8829787234042553,263,72,0.7659574468085106,41.0,136,78,1.6914893617021276,3.7127659574468086,20323.221639429757,253,2.3404255319148937,0.1702127659574468
29,354,81,0.8617021276595744,271,74,0.7872340425531915,43.0,143,79,1.6914893617021276,3.797872340425532,19960.667114242635,261,2.3404255319148937,0.1702127659574468
30,370,82,0.8723404255319149,286,75,0.7978723404255319,44.0,146,82,1.6914893617021276,3.7872340425531914,19795.07717333208,260,2.351063829787234,0.1595744680851064
31,379,83,0.8829787234042553,294,75,0.7978723404255319,45.0,150,83,1.6808510638297873,3.8085106382978724,19991.08676160742,262,2.351063829787234,0.1595744680851064
32,389,83,0.8829787234042553,304,76,0.8085106382978723,48.0,152,84,1.702127659574468,3.8191489361702127,20128.078081680036,263,2.351063829787234,0.1595744680851064
33,398,84,0.8936170212765957,312,79,0.8404255319148937,52.0,155,86,1.7127659574468086,3.8191489361702127,20468.355485575812,263,2.351063829787234,0.1595744680851064
34,408,83,0.8829787234042553,323,84,0.8936170212765957,54.0,157,90,1.7127659574468086,3.8085106382978724,20428.62404934311,262,2.351063829787234,0.1595744680851064
35,418,84,0.8936170212765957,332,86,0.9148936170212766,56.0,162,95,1.6914893617021276,3.797872340425532,20117.554340010483,261,2.351063829787234,0.1595744680851064
36,429,83,0.8829787234042553,344,88,0.9361702127659575,58.0,167,97,1.702127659574468,3.8404255319148937,20108.780880326245,265,2.351063829787234,0.1595744680851064
37,437,84,0.8936170212765957,351,88,0.9361702127659575,59.0,167,97,1.702127659574468,3.8297872340425534,20145.799549375395,264,2.351063829787234,0.1595744680851064
38,443,83,0.8829787234042553,358,91,0.9680851063829787,61.0,175,102,1.702127659574468,3.872340425531915,19993.01110286291,268,2.351063829787234,0.1595744680851064
39,454,83,0.8829787234042553,369,95,1.0106382978723405,63.0,185,105,1.6914893617021276,3.9468085106382977,20428.617939670967,275,2.351063829787234,0.1595744680851064
40,461,83,0.8829787234042553,376,97,1.0319148936170213,65.0,189,107,1.702127659574468,3.9680851063829787,20323.12919868212,277,2.3617021276595747,0.14893617021276595
41,468,83,0.8829787234042553,383,97,1.0319148936170213,65.0,192,109,1.702127659574468,3.978723404255319,20073.020394985477,278,2.372340425531915,0.13829787234042554
42,477,83,0.8829787234042553,392,99,1.053191489361702,65.0,197,114,1.6914893617021276,3.978723404255319,20213.050176375335,278,2.382978723404255,0.1276595744680851
43,488,81,0.8617021276595744,405,100,1.0638297872340425,67.0,204,118,1.7127659574468086,4.031914893617022,20206.197864939048,283,2.382978723404255,0.1276595744680851
44,500,83,0.8829787234042553,415,100,1.0638297872340425,69.0,210,121,1.702127659574468,4.042553191489362,20514.343289785113,284,2.382978723404255,0.1276595744680851
45,504,81,0.8617021276595744,421,102,1.0851063829787233,70.0,214,122,1.7234042553191489,4.095744680851064,20461.89289694463,289,2.382978723404255,0.1276595744680851
46,517,83,0.8829787234042553,432,103,1.0957446808510638,72.0,218,126,1.7127659574468086,4.074468085106383,20901.988280211408,287,2.382978723404255,0.1276595744680851
47,524,84,0.8936170212765957,438,102,1.0851063829787233,77.0,225,131,1.7127659574468086,4.085106382978723,20836.471028318687,288,2.393617021276596,0.11702127659574468
48,531,84,0.8936170212765957,445,107,1.1382978723404256,81.0,231,136,1.7234042553191489,4.095744680851064,20686.857296692204,289,2.404255319148936,0.10638297872340426
49,541,84,0.8936170212765957,455,113,1.202127659574468,87.0,237,137,1.7340425531914894,4.148936170212766,20572.434796888938,294,2.404255319148936,0.10638297872340426
50,549,83,0.8829787234042553,464,116,1.2340425531914894,91.0,244,138,1.7340425531914894,4.223404255319149,20322.64267898428,301,2.4148936170212765,0.09574468085106383
51,555,81,0.8617021276595744,472,119,1.2659574468085106,92.0,250,141,1.7553191489361701,4.276595744680851,19844.611933424443,306,2.4148936170212765,0.09574468085106383
52,569,84,0.8936170212765957,483,119,1.2659574468085106,93.0,254,147,1.7446808510638299,4.223404255319149,20534.497294162218,301,2.4148936170212765,0.09574468085106383
53,573,85,0.9042553191489362,486,120,1.2765957446808511,94.0,261,151,1.7340425531914894,4.24468085106383,20787.740376242193,303,2.4148936170212765,0.09574468085106383
54,576,84,0.8936170212765957,490,121,1.2872340425531914,97.0,266,153,1.7553191489361701,4.287234042553192,20282.063072947185,307,2.425531914893617,0.0851063829787234
55,584,81,0.8617021276595744,501,127,1.351063829787234,97.0,273,157,1.7659574468085106,4.351063829787234,20002.523012881884,313,2.425531914893617,0.0851063829787234
56,612,84,0.8936170212765957,526,129,1.372340425531915,99.0,280,162,1.7446808510638299,4.340425531914893,20861.44011644931,312,2.425531914893617,0.0851063829787234
57,627,83,0.8829787234042553,542,134,1.425531914893617,100.0,284,170,1.7553191489361701,4.308510638297872,20439.569053322106,309,2.425531914893617,0.0851063829787234
58,633,83,0.8829787234042553,548,135,1.4361702127659575,100.0,287,172,1.7553191489361701,4.319148936170213,20424.488553893323,310,2.425531914893617,0.0851063829787234
59,643,83,0.8829787234042553,558,140,1.4893617021276595,101.0,292,178,1.7659574468085106,4.308510638297872,20519.558189229247,309,2.425531914893617,0.0851063829787234
60,653,83,0.8829787234042553,568,143,1.5212765957446808,102.0,296,182,1.7659574468085106,4.308510638297872,20705.034923062358,309,2.425531914893617,0.0851063829787234
61,659,82,0.8723404255319149,575,144,1.5319148936170213,103.0,301,186,1.7659574468085106,4.329787234042553,21123.319137915772,311,2.425531914893617,0.0851063829787234
62,670,83,0.8829787234042553,585,144,1.5319148936170213,105.0,306,188,1.7659574468085106,4.351063829787234,20779.09742527648,313,2.425531914893617,0.0851063829787234
63,679,81,0.8617021276595744,596,147,1.5638297872340425,106.0,313,192,1.797872340425532,4.404255319148936,20806.399163953476,318,2.425531914893617,0.0851063829787234
64,691,81,0.8617021276595744,608,146,1.553191489361702,108.0,318,198,1.8085106382978724,4.3936170212765955,20791.6077869534,317,2.425531914893617,0.0851063829787234
65,700,84,0.8936170212765957,614,144,1.5319148936170213,108.0,323,202,1.7872340425531914,4.372340425531915,20360.661940249112,315,2.425531914893617,0.0851063829787234
66,712,82,0.8723404255319149,628,150,1.5957446808510638,110.0,328,205,1.8085106382978724,4.414893617021277,20483.444447478134,319,2.425531914893617,0.0851063829787234
67,720,84,0.8936170212765957,634,148,1.574468085106383,112.0,331,209,1.7872340425531914,4.382978723404255,20689.60669106463,316,2.425531914893617,0.0851063829787234
68,724,82,0.8723404255319149,640,150,1.5957446808510638,114.0,336,211,1.8085106382978724,4.4361702127659575,20437.439986699752,321,2.425531914893617,0.0851063829787234
69,736,82,0.8723404255319149,652,151,1.6063829787234043,116.0,340,217,1.8191489361702127,4.414893617021277,20587.941423894663,319,2.425531914893617,0.0851063829787234
70,740,83,0.8829787234042553,655,150,1.5957446808510638,116.0,349,220,1.8085106382978724,4.468085106382978,20587.941423894663,324,2.425531914893617,0.0851063829787234
71,748,82,0.8723404255319149,664,153,1.627659574468085,121.0,351,223,1.8085106382978724,4.468085106382978,20266.589136089682,324,2.425531914893617,0.0851063829787234
72,753,82,0.8723404255319149,669,153,1.627659574468085,123.0,358,224,1.8191489361702127,4.531914893617022,20047.603256057024,330,2.425531914893617,0.0851063829787234
73,759,80,0.851063829787234,677,156,1.6595744680851063,123.0,363,230,1.8297872340425532,4.542553191489362,20047.603256057024,331,2.425531914893617,0.0851063829787234
74,778,81,0.8617021276595744,695,158,1.6808510638297873,125.0,371,233,1.8297872340425532,4.585106382978723,20286.959338597557,335,2.425531914893617,0.0851063829787234
75,788,80,0.851063829787234,706,159,1.6914893617021276,127.0,378,233,1.851063829787234,4.670212765957447,20141.234207672995,343,2.425531914893617,0.0851063829787234
76,801,82,0.8723404255319149,717,159,1.6914893617021276,131.0,385,239,1.8404255319148937,4.659574468085107,20196.590283133024,342,2.425531914893617,0.0851063829787234
77,812,82,0.8723404255319149,728,161,1.7127659574468086,133.0,389,243,1.8617021276595744,4.659574468085107,20314.6486779431,342,2.4361702127659575,0.07446808510638298
78,820,82,0.8723404255319149,736,161,1.7127659574468086,134.0,394,246,1.8617021276595744,4.680851063829787,20494.04308352183,344,2.4361702127659575,0.07446808510638298
79,828,80,0.851063829787234,746,165,1.7553191489361701,136.0,401,249,1.872340425531915,4.74468085106383,20333.685620329627,350,2.4361702127659575,0.07446808510638298
80,839,81,0.8617021276595744,756,163,1.7340425531914894,139.0,409,253,1.872340425531915,4.776595744680851,20425.008378565897,353,2.4361702127659575,0.07446808510638298
Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
0,96,80,0.851063829787234,14,14,0.14893617021276595,2.0,0,3,1.6595744680851063,3.095744680851064,20037.111529287056,195,0.010638297872340425,2.5
1,110,82,0.8723404255319149,26,18,0.19148936170212766,4.0,0,5,1.6595744680851063,3.0531914893617023,20187.584395632162,191,1.3085106382978724,1.202127659574468
2,120,82,0.8723404255319149,36,22,0.23404255319148937,5.0,0,10,1.6595744680851063,3.0,20093.86948502332,186,1.6808510638297873,0.8297872340425532
3,127,81,0.8617021276595744,44,26,0.2765957446808511,6.0,17,12,1.6702127659574468,3.1702127659574466,20139.645880759486,202,1.8191489361702127,0.6914893617021277
4,140,80,0.851063829787234,58,30,0.3191489361702128,11.0,23,16,1.6914893617021276,3.202127659574468,20033.476243965164,205,1.9787234042553192,0.5319148936170213
5,154,81,0.8617021276595744,71,34,0.3617021276595745,13.0,28,20,1.6914893617021276,3.202127659574468,20283.646436432213,205,2.0319148936170213,0.4787234042553192
6,164,81,0.8617021276595744,81,35,0.3723404255319149,15.0,34,23,1.6914893617021276,3.234042553191489,20488.86321344743,208,2.074468085106383,0.43617021276595747
7,170,81,0.8617021276595744,87,35,0.3723404255319149,17.0,36,25,1.6914893617021276,3.234042553191489,20488.86321344743,208,2.127659574468085,0.3829787234042553
8,176,81,0.8617021276595744,93,35,0.3723404255319149,17.0,40,27,1.6914893617021276,3.25531914893617,20509.083806703602,210,2.127659574468085,0.3829787234042553
9,185,79,0.8404255319148937,104,37,0.39361702127659576,21.0,48,30,1.7127659574468086,3.3297872340425534,20018.57644285279,217,2.148936170212766,0.3617021276595745
10,195,80,0.851063829787234,113,36,0.3829787234042553,21.0,54,35,1.702127659574468,3.3297872340425534,19842.72201897164,217,2.1914893617021276,0.3191489361702128
11,204,81,0.8617021276595744,121,37,0.39361702127659576,23.0,59,37,1.702127659574468,3.351063829787234,20085.192007608166,219,2.1914893617021276,0.3191489361702128
12,210,80,0.851063829787234,128,38,0.40425531914893614,23.0,61,42,1.7127659574468086,3.3297872340425534,20085.192007608166,217,2.234042553191489,0.2765957446808511
13,219,80,0.851063829787234,137,38,0.40425531914893614,24.0,66,43,1.7127659574468086,3.372340425531915,20085.192007608166,221,2.24468085106383,0.26595744680851063
14,229,79,0.8404255319148937,148,40,0.425531914893617,24.0,73,45,1.7234042553191489,3.4361702127659575,20083.772703901683,227,2.25531914893617,0.2553191489361702
15,239,81,0.8617021276595744,156,38,0.40425531914893614,24.0,78,49,1.7127659574468086,3.425531914893617,20237.990525601086,226,2.265957446808511,0.24468085106382978
16,247,79,0.8404255319148937,166,40,0.425531914893617,25.0,83,51,1.7234042553191489,3.478723404255319,20083.772703901683,231,2.276595744680851,0.23404255319148937
17,254,80,0.851063829787234,172,40,0.425531914893617,25.0,87,53,1.7127659574468086,3.4893617021276597,20281.454381295505,232,2.276595744680851,0.23404255319148937
18,259,80,0.851063829787234,177,40,0.425531914893617,26.0,90,54,1.7127659574468086,3.5106382978723403,20281.454381295505,234,2.276595744680851,0.23404255319148937
19,267,79,0.8404255319148937,186,45,0.4787234042553192,26.0,98,59,1.7234042553191489,3.5531914893617023,20232.1449258303,238,2.2872340425531914,0.22340425531914893
20,274,80,0.851063829787234,192,45,0.4787234042553192,28.0,101,62,1.7127659574468086,3.5425531914893615,20232.1449258303,237,2.2872340425531914,0.22340425531914893
21,285,80,0.851063829787234,203,46,0.48936170212765956,28.0,107,64,1.7127659574468086,3.5851063829787235,20374.151121344974,241,2.3085106382978724,0.20212765957446807
22,300,79,0.8404255319148937,219,55,0.5851063829787234,28.0,112,74,1.7234042553191489,3.5425531914893615,20261.246570246134,237,2.3085106382978724,0.20212765957446807
23,309,79,0.8404255319148937,228,56,0.5957446808510638,28.0,116,78,1.7234042553191489,3.5425531914893615,20261.246570246134,237,2.3085106382978724,0.20212765957446807
24,318,80,0.851063829787234,236,58,0.6170212765957447,34.0,121,83,1.7127659574468086,3.5319148936170213,20261.246570246134,236,2.3085106382978724,0.20212765957446807
25,327,81,0.8617021276595744,244,58,0.6170212765957447,37.0,128,85,1.702127659574468,3.574468085106383,20153.343820168702,240,2.3191489361702127,0.19148936170212766
26,331,80,0.851063829787234,249,62,0.6595744680851063,37.0,133,89,1.7234042553191489,3.595744680851064,20090.851774312487,242,2.3191489361702127,0.19148936170212766
27,338,79,0.8404255319148937,257,65,0.6914893617021277,38.0,136,93,1.7340425531914894,3.595744680851064,19956.5034746952,242,2.3191489361702127,0.19148936170212766
28,346,79,0.8404255319148937,265,65,0.6914893617021277,39.0,141,96,1.7340425531914894,3.617021276595745,19956.5034746952,244,2.3297872340425534,0.18085106382978725
29,353,81,0.8617021276595744,270,64,0.6808510638297872,40.0,147,96,1.7127659574468086,3.6595744680851063,20000.932513120053,248,2.3404255319148937,0.1702127659574468
30,359,80,0.851063829787234,277,67,0.7127659574468085,44.0,150,99,1.7234042553191489,3.6702127659574466,19820.95457033974,249,2.3404255319148937,0.1702127659574468
31,365,80,0.851063829787234,283,70,0.7446808510638298,47.0,155,104,1.7234042553191489,3.6702127659574466,19820.95457033974,249,2.3404255319148937,0.1702127659574468
32,369,79,0.8404255319148937,288,71,0.7553191489361702,49.0,159,106,1.7234042553191489,3.702127659574468,19900.69027628847,252,2.3404255319148937,0.1702127659574468
33,378,80,0.851063829787234,296,73,0.776595744680851,49.0,161,110,1.7127659574468086,3.6702127659574466,19900.69027628847,249,2.3404255319148937,0.1702127659574468
34,382,80,0.851063829787234,300,74,0.7872340425531915,53.0,170,116,1.7127659574468086,3.702127659574468,19900.69027628847,252,2.3404255319148937,0.1702127659574468
35,386,80,0.851063829787234,304,75,0.7978723404255319,57.0,176,119,1.7127659574468086,3.734042553191489,19900.69027628847,255,2.3404255319148937,0.1702127659574468
36,392,79,0.8404255319148937,311,78,0.8297872340425532,58.0,178,123,1.7234042553191489,3.723404255319149,19900.69027628847,254,2.3404255319148937,0.1702127659574468
37,395,80,0.851063829787234,313,78,0.8297872340425532,60.0,183,125,1.7127659574468086,3.74468085106383,19900.69027628847,256,2.3404255319148937,0.1702127659574468
38,399,79,0.8404255319148937,318,78,0.8297872340425532,62.0,191,129,1.7234042553191489,3.797872340425532,19900.69027628847,261,2.3404255319148937,0.1702127659574468
39,408,79,0.8404255319148937,327,81,0.8617021276595744,63.0,195,136,1.7234042553191489,3.765957446808511,19883.84230050855,258,2.3404255319148937,0.1702127659574468
40,416,81,0.8617021276595744,333,82,0.8723404255319149,67.0,203,140,1.702127659574468,3.7872340425531914,20153.43556958494,260,2.3404255319148937,0.1702127659574468
41,423,79,0.8404255319148937,342,86,0.9148936170212766,69.0,209,145,1.7340425531914894,3.8191489361702127,19820.95457033974,263,2.3404255319148937,0.1702127659574468
42,429,79,0.8404255319148937,348,86,0.9148936170212766,69.0,214,147,1.7340425531914894,3.851063829787234,19820.95457033974,266,2.3404255319148937,0.1702127659574468
43,438,79,0.8404255319148937,357,89,0.9468085106382979,71.0,224,151,1.7340425531914894,3.9148936170212765,19915.079774281963,272,2.3404255319148937,0.1702127659574468
44,448,79,0.8404255319148937,367,92,0.9787234042553191,71.0,228,155,1.7340425531914894,3.9148936170212765,19915.079774281963,272,2.3404255319148937,0.1702127659574468
45,456,79,0.8404255319148937,375,93,0.9893617021276596,72.0,232,156,1.7340425531914894,3.9468085106382977,19993.68618240522,275,2.3404255319148937,0.1702127659574468
46,467,80,0.851063829787234,385,94,1.0,75.0,237,160,1.7234042553191489,3.9468085106382977,20201.409661738064,275,2.351063829787234,0.1595744680851064
47,474,80,0.851063829787234,392,96,1.0212765957446808,77.0,240,163,1.7446808510638299,3.9468085106382977,20073.29342866222,275,2.351063829787234,0.1595744680851064
48,480,81,0.8617021276595744,397,99,1.053191489361702,79.0,245,167,1.7553191489361701,3.9468085106382977,19938.20802803439,275,2.351063829787234,0.1595744680851064
49,485,81,0.8617021276595744,402,101,1.074468085106383,82.0,253,172,1.7446808510638299,3.978723404255319,19982.947305330257,278,2.3617021276595747,0.14893617021276595
50,492,79,0.8404255319148937,411,107,1.1382978723404256,85.0,261,175,1.7553191489361701,4.053191489361702,19972.930880316577,285,2.3617021276595747,0.14893617021276595
51,501,82,0.8723404255319149,417,106,1.127659574468085,86.0,264,180,1.7340425531914894,4.0,20230.13661470876,280,2.3617021276595747,0.14893617021276595
52,503,81,0.8617021276595744,420,108,1.148936170212766,88.0,274,184,1.7553191489361701,4.074468085106383,19877.855838473315,287,2.3617021276595747,0.14893617021276595
53,505,80,0.851063829787234,423,109,1.1595744680851063,88.0,282,185,1.7553191489361701,4.159574468085107,19811.248384197075,295,2.3617021276595747,0.14893617021276595
54,509,80,0.851063829787234,427,109,1.1595744680851063,89.0,286,189,1.7553191489361701,4.159574468085107,19811.248384197075,295,2.3617021276595747,0.14893617021276595
55,516,81,0.8617021276595744,433,110,1.1702127659574468,93.0,289,190,1.7446808510638299,4.170212765957447,19811.248384197075,296,2.3617021276595747,0.14893617021276595
56,525,80,0.851063829787234,443,115,1.2234042553191489,98.0,290,197,1.7659574468085106,4.117021276595745,19913.693646810254,291,2.3617021276595747,0.14893617021276595
57,531,80,0.851063829787234,449,115,1.2234042553191489,100.0,296,200,1.7659574468085106,4.148936170212766,19913.693646810254,294,2.3617021276595747,0.14893617021276595
58,539,81,0.8617021276595744,456,117,1.2446808510638299,100.0,299,204,1.7553191489361701,4.127659574468085,19818.59554981199,292,2.372340425531915,0.13829787234042554
59,542,80,0.851063829787234,460,119,1.2659574468085106,104.0,306,207,1.7553191489361701,4.180851063829787,19969.603319963062,297,2.372340425531915,0.13829787234042554
60,552,81,0.8617021276595744,469,120,1.2765957446808511,107.0,312,210,1.7553191489361701,4.202127659574468,20285.08938548005,299,2.372340425531915,0.13829787234042554
61,556,80,0.851063829787234,474,123,1.3085106382978724,113.0,318,213,1.7659574468085106,4.24468085106383,20523.21395124132,303,2.372340425531915,0.13829787234042554
62,560,81,0.8617021276595744,477,122,1.297872340425532,114.0,328,217,1.7553191489361701,4.297872340425532,20716.96087128843,308,2.372340425531915,0.13829787234042554
63,566,78,0.8297872340425532,486,127,1.351063829787234,114.0,335,220,1.7659574468085106,4.372340425531915,20173.005033442147,315,2.372340425531915,0.13829787234042554
64,576,81,0.8617021276595744,493,125,1.3297872340425532,119.0,338,222,1.7340425531914894,4.351063829787234,20678.23671571612,313,2.372340425531915,0.13829787234042554
65,592,81,0.8617021276595744,509,128,1.3617021276595744,123.0,350,225,1.7659574468085106,4.446808510638298,20517.838317330115,322,2.372340425531915,0.13829787234042554
66,599,81,0.8617021276595744,516,129,1.372340425531915,126.0,353,227,1.7553191489361701,4.457446808510638,20641.42871196517,323,2.372340425531915,0.13829787234042554
67,603,80,0.851063829787234,521,133,1.4148936170212767,128.0,361,231,1.7659574468085106,4.51063829787234,20618.717612104494,328,2.372340425531915,0.13829787234042554
68,609,82,0.8723404255319149,525,132,1.4042553191489362,128.0,364,234,1.7659574468085106,4.48936170212766,20632.171546727168,326,2.372340425531915,0.13829787234042554
69,614,81,0.8617021276595744,531,138,1.4680851063829787,132.0,373,244,1.7765957446808511,4.48936170212766,20632.171546727168,326,2.372340425531915,0.13829787234042554
70,619,81,0.8617021276595744,536,139,1.4787234042553192,136.0,378,250,1.7765957446808511,4.4787234042553195,20615.184384871194,325,2.372340425531915,0.13829787234042554
71,624,81,0.8617021276595744,541,142,1.5106382978723405,138.0,384,257,1.7765957446808511,4.468085106382978,20219.694204527066,324,2.382978723404255,0.1276595744680851
72,629,80,0.851063829787234,547,144,1.5319148936170213,139.0,389,264,1.7765957446808511,4.457446808510638,20218.704883343937,323,2.393617021276596,0.11702127659574468
73,634,81,0.8617021276595744,551,146,1.553191489361702,144.0,393,267,1.7765957446808511,4.457446808510638,20416.170815203233,323,2.404255319148936,0.10638297872340426
74,638,80,0.851063829787234,556,148,1.574468085106383,149.0,399,274,1.7765957446808511,4.457446808510638,20065.976409842977,323,2.404255319148936,0.10638297872340426
75,644,81,0.8617021276595744,561,151,1.6063829787234043,152.0,405,283,1.7765957446808511,4.414893617021277,20294.72471740504,319,2.404255319148936,0.10638297872340426
76,650,81,0.8617021276595744,567,152,1.6170212765957446,153.0,411,285,1.7659574468085106,4.457446808510638,20116.417979224167,323,2.404255319148936,0.10638297872340426
77,654,78,0.8297872340425532,574,157,1.6702127659574468,153.0,418,288,1.7765957446808511,4.531914893617022,19776.52553191489,330,2.404255319148936,0.10638297872340426
78,667,81,0.8617021276595744,584,155,1.648936170212766,154.0,426,289,1.7659574468085106,4.574468085106383,20102.77570121533,334,2.404255319148936,0.10638297872340426
79,669,81,0.8617021276595744,586,154,1.6382978723404256,155.0,432,290,1.7765957446808511,4.627659574468085,20102.77570121533,339,2.404255319148936,0.10638297872340426
80,673,81,0.8617021276595744,590,154,1.6382978723404256,160.0,433,290,1.7872340425531914,4.638297872340425,19929.207372332,340,2.4148936170212765,0.09574468085106383
Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
0,97,80,0.851063829787234,15,15,0.1595744680851064,2.0,0,2,1.6382978723404256,3.106382978723404,20087.835797246866,196,0.010638297872340425,2.5
1,110,84,0.8936170212765957,24,16,0.1702127659574468,3.0,0,4,1.6170212765957446,3.0425531914893615,20793.18632506563,190,1.372340425531915,1.1382978723404256
2,118,83,0.8829787234042553,33,20,0.2127659574468085,4.0,0,8,1.6382978723404256,3.0106382978723403,20445.090026986974,187,1.7340425531914894,0.776595744680851
3,125,82,0.8723404255319149,41,24,0.2553191489361702,4.0,22,8,1.6382978723404256,3.25531914893617,20564.31734811986,210,1.8829787234042554,0.6276595744680851
4,134,81,0.8617021276595744,51,28,0.2978723404255319,8.0,28,13,1.648936170212766,3.276595744680851,20653.30446179941,212,1.9574468085106382,0.5531914893617021
